Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
4155,DataTech Solutions,Email,Men 18-24,15 days,Google Ads,0.08,11432.0,7.58,Houston,Mandarin,792,6862,1,Fashionistas,2021-05-20
4156,Alpha Innovations,Influencer,All Ages,15 days,YouTube,0.07,13356.0,3.27,Chicago,French,235,1947,10,Foodies,2021-05-21
4157,Alpha Innovations,Email,Men 18-24,30 days,Website,0.12,17530.0,4.79,Chicago,Mandarin,202,6420,9,Fashionistas,2021-05-22
4158,NexGen Systems,Search,All Ages,60 days,Email,0.01,12321.0,2.66,Houston,Spanish,644,1950,5,Health & Wellness,2021-05-23
4159,Alpha Innovations,Social Media,Men 25-34,60 days,Facebook,0.07,15478.0,3.46,Los Angeles,German,310,2684,4,Foodies,2021-05-24
4160,TechCorp,Email,Women 25-34,60 days,Instagram,0.05,15663.0,2.12,Chicago,English,851,1002,4,Outdoor Adventurers,2021-05-25
4161,Alpha Innovations,Search,Women 25-34,30 days,YouTube,0.05,19951.0,6.19,Miami,French,992,4061,5,Fashionistas,2021-05-26
4162,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.07,12503.0,6.98,New York,German,759,1083,2,Foodies,2021-05-27
4163,DataTech Solutions,Social Media,Women 25-34,45 days,Website,0.08,5682.0,3.16,Chicago,German,752,7223,1,Health & Wellness,2021-05-28
4164,NexGen Systems,Social Media,All Ages,15 days,YouTube,0.14,16437.0,5.19,Chicago,Spanish,286,4963,10,Tech Enthusiasts,2021-05-29
4165,NexGen Systems,Influencer,Men 18-24,15 days,Website,0.12,17692.0,4.0,Houston,German,190,6054,5,Fashionistas,2021-05-30
4166,NexGen Systems,Display,Women 25-34,30 days,Facebook,0.08,12403.0,6.12,Chicago,Spanish,600,4015,2,Tech Enthusiasts,2021-05-31
4167,NexGen Systems,Search,Women 25-34,45 days,Instagram,0.09,17193.0,6.12,Miami,Spanish,783,5160,7,Foodies,2021-06-01
4168,Innovate Industries,Search,Men 25-34,15 days,Facebook,0.06,13512.0,7.85,New York,Spanish,705,7586,2,Fashionistas,2021-06-02
4169,TechCorp,Social Media,Men 25-34,30 days,Website,0.13,11391.0,7.35,Houston,French,798,9684,4,Health & Wellness,2021-06-03
4170,Innovate Industries,Display,Men 18-24,15 days,Google Ads,0.07,8491.0,5.28,Miami,English,466,4852,10,Fashionistas,2021-06-04
4171,TechCorp,Search,Women 35-44,45 days,Instagram,0.09,9201.0,7.25,Houston,French,670,1761,8,Outdoor Adventurers,2021-06-05
4172,DataTech Solutions,Display,Women 25-34,45 days,Website,0.1,17714.0,2.72,Los Angeles,Mandarin,288,9359,7,Foodies,2021-06-06
4173,TechCorp,Social Media,Women 25-34,30 days,Facebook,0.03,19633.0,5.35,New York,English,286,8652,5,Foodies,2021-06-07
4174,DataTech Solutions,Influencer,Women 25-34,45 days,Google Ads,0.1,5839.0,6.06,Houston,English,720,7297,4,Foodies,2021-06-08
4175,TechCorp,Social Media,Women 35-44,30 days,Facebook,0.11,13388.0,3.47,Miami,Spanish,604,6180,6,Health & Wellness,2021-06-09
4176,NexGen Systems,Influencer,All Ages,30 days,Instagram,0.12,17265.0,3.02,Los Angeles,French,827,3415,6,Tech Enthusiasts,2021-06-10
4177,DataTech Solutions,Social Media,Women 25-34,30 days,Website,0.02,7280.0,6.72,New York,French,361,9861,7,Outdoor Adventurers,2021-06-11
4178,Innovate Industries,Influencer,Women 25-34,45 days,Instagram,0.13,12603.0,2.51,Chicago,Spanish,544,4306,5,Fashionistas,2021-06-12
4179,Innovate Industries,Search,Men 25-34,45 days,Facebook,0.11,17396.0,6.01,Miami,English,804,6361,10,Tech Enthusiasts,2021-06-13
4180,Innovate Industries,Display,Men 18-24,30 days,Instagram,0.12,12656.0,2.19,Houston,Spanish,297,6179,4,Health & Wellness,2021-06-14
4181,TechCorp,Social Media,Men 25-34,45 days,Website,0.01,12857.0,7.2,Miami,Spanish,603,7551,9,Foodies,2021-06-15
4182,TechCorp,Email,Women 35-44,30 days,Website,0.07,5067.0,4.54,Chicago,Spanish,193,8968,9,Health & Wellness,2021-06-16
4183,Alpha Innovations,Display,Women 25-34,60 days,Email,0.01,11997.0,7.42,Miami,French,941,1986,2,Health & Wellness,2021-06-17
4184,DataTech Solutions,Display,Men 25-34,60 days,Email,0.12,8421.0,3.38,Houston,French,466,5689,1,Foodies,2021-06-18
4185,Alpha Innovations,Search,Women 25-34,60 days,Email,0.06,7569.0,4.04,New York,German,599,3805,9,Health & Wellness,2021-06-19
4186,NexGen Systems,Search,Men 18-24,45 days,Instagram,0.11,16535.0,3.02,New York,German,122,7488,10,Health & Wellness,2021-06-20
4187,DataTech Solutions,Display,All Ages,15 days,Email,0.06,7599.0,5.26,Chicago,Mandarin,712,9733,1,Tech Enthusiasts,2021-06-21
4188,Innovate Industries,Display,All Ages,30 days,Facebook,0.08,15125.0,2.48,Houston,German,169,4112,4,Foodies,2021-06-22
4189,TechCorp,Search,Women 25-34,15 days,Instagram,0.14,8137.0,2.39,Chicago,French,373,6230,6,Outdoor Adventurers,2021-06-23
4190,NexGen Systems,Search,Men 18-24,60 days,Facebook,0.05,19452.0,4.48,Miami,English,445,3133,2,Foodies,2021-06-24
4191,NexGen Systems,Display,Women 35-44,60 days,Website,0.06,6740.0,2.89,New York,English,593,4152,4,Fashionistas,2021-06-25
4192,Innovate Industries,Search,All Ages,30 days,Facebook,0.1,19507.0,6.56,Houston,French,537,6749,10,Tech Enthusiasts,2021-06-26
4193,TechCorp,Influencer,Men 25-34,45 days,Google Ads,0.08,10648.0,7.87,Los Angeles,English,401,7094,5,Fashionistas,2021-06-27
4194,TechCorp,Search,Women 35-44,30 days,YouTube,0.1,18643.0,6.74,Chicago,French,892,2888,7,Health & Wellness,2021-06-28
4195,TechCorp,Email,Men 25-34,45 days,Facebook,0.08,7804.0,3.75,Houston,French,402,4662,3,Health & Wellness,2021-06-29
4196,DataTech Solutions,Email,Women 25-34,15 days,Instagram,0.01,7395.0,2.01,New York,French,383,7248,6,Foodies,2021-06-30
4197,Innovate Industries,Display,Men 25-34,60 days,Email,0.13,13122.0,5.89,Chicago,Mandarin,530,6444,7,Foodies,2021-07-01
4198,TechCorp,Display,Women 35-44,30 days,Facebook,0.15,8628.0,5.38,New York,Spanish,471,8081,4,Tech Enthusiasts,2021-07-02
4199,TechCorp,Search,Men 25-34,60 days,YouTube,0.05,10154.0,7.04,Chicago,Mandarin,257,2082,10,Tech Enthusiasts,2021-07-03
4200,TechCorp,Search,Men 18-24,45 days,YouTube,0.14,5007.0,3.6,Miami,English,311,7766,4,Tech Enthusiasts,2021-07-04
4201,DataTech Solutions,Search,All Ages,60 days,Instagram,0.1,15330.0,4.79,Chicago,Spanish,635,1921,5,Fashionistas,2021-07-05
4202,Innovate Industries,Email,Men 18-24,60 days,Instagram,0.14,16917.0,4.06,Chicago,German,662,6649,5,Foodies,2021-07-06
4203,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.05,12857.0,2.34,Los Angeles,English,352,1275,2,Outdoor Adventurers,2021-07-07
4204,Innovate Industries,Social Media,Women 25-34,45 days,YouTube,0.01,18630.0,4.46,Los Angeles,English,478,9310,6,Outdoor Adventurers,2021-07-08
4205,Alpha Innovations,Influencer,Women 35-44,45 days,Email,0.1,13645.0,4.86,Miami,French,829,1113,4,Tech Enthusiasts,2021-07-09
4206,Alpha Innovations,Influencer,Men 18-24,15 days,Email,0.11,15134.0,6.63,Los Angeles,Mandarin,976,6816,5,Health & Wellness,2021-07-10
4207,Alpha Innovations,Display,Women 35-44,45 days,Facebook,0.01,18580.0,7.02,Houston,German,787,3100,5,Tech Enthusiasts,2021-07-11
4208,Alpha Innovations,Influencer,Women 35-44,30 days,Google Ads,0.02,6250.0,2.19,Houston,French,681,8052,9,Tech Enthusiasts,2021-07-12
4209,Alpha Innovations,Email,All Ages,30 days,Facebook,0.12,12045.0,4.45,Los Angeles,Mandarin,671,1427,10,Fashionistas,2021-07-13
4210,DataTech Solutions,Influencer,Women 25-34,30 days,Facebook,0.03,9174.0,2.51,Miami,Spanish,815,3750,4,Tech Enthusiasts,2021-07-14
4211,TechCorp,Display,All Ages,15 days,YouTube,0.12,5617.0,3.91,Houston,English,484,8033,5,Fashionistas,2021-07-15
4212,TechCorp,Influencer,Women 25-34,45 days,Instagram,0.11,10048.0,4.43,New York,Mandarin,411,9400,7,Health & Wellness,2021-07-16
4213,NexGen Systems,Display,Men 25-34,15 days,Instagram,0.06,16406.0,7.45,Miami,French,455,2607,1,Health & Wellness,2021-07-17
4214,DataTech Solutions,Display,Women 25-34,60 days,Email,0.03,15443.0,3.07,Miami,Spanish,575,1221,1,Fashionistas,2021-07-18
4215,Alpha Innovations,Influencer,Women 25-34,45 days,Google Ads,0.03,19332.0,6.41,Los Angeles,English,303,1046,8,Fashionistas,2021-07-19
4216,Alpha Innovations,Display,Men 25-34,45 days,Website,0.07,6540.0,4.66,New York,English,281,9590,9,Outdoor Adventurers,2021-07-20
4217,Alpha Innovations,Social Media,Women 35-44,30 days,Facebook,0.09,8222.0,2.42,Miami,French,549,8103,4,Tech Enthusiasts,2021-07-21
4218,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,0.07,15535.0,2.66,New York,German,877,2225,8,Outdoor Adventurers,2021-07-22
4219,NexGen Systems,Email,Men 18-24,45 days,Email,0.08,11012.0,2.54,Los Angeles,English,390,9983,10,Tech Enthusiasts,2021-07-23
4220,DataTech Solutions,Display,Women 25-34,60 days,Website,0.15,14232.0,6.45,Chicago,Mandarin,473,4302,5,Outdoor Adventurers,2021-07-24
4221,Innovate Industries,Email,All Ages,30 days,Instagram,0.13,8268.0,7.06,Los Angeles,German,728,2403,10,Fashionistas,2021-07-25
4222,Innovate Industries,Email,All Ages,60 days,YouTube,0.11,11792.0,3.49,Los Angeles,English,421,2152,9,Tech Enthusiasts,2021-07-26
4223,TechCorp,Influencer,Men 25-34,15 days,Google Ads,0.02,15657.0,4.23,Houston,Mandarin,918,6710,7,Health & Wellness,2021-07-27
4224,TechCorp,Search,All Ages,60 days,Instagram,0.12,6537.0,7.26,Chicago,English,345,3629,10,Fashionistas,2021-07-28
4225,NexGen Systems,Influencer,Men 18-24,30 days,Website,0.14,19732.0,7.3,Miami,Spanish,179,6301,2,Foodies,2021-07-29
4226,NexGen Systems,Email,All Ages,45 days,Website,0.02,15572.0,4.0,Chicago,Mandarin,182,4940,8,Health & Wellness,2021-07-30
4227,Innovate Industries,Email,Men 25-34,45 days,YouTube,0.12,14855.0,7.35,Los Angeles,English,161,8337,9,Health & Wellness,2021-07-31
4228,Innovate Industries,Display,All Ages,60 days,Website,0.14,8560.0,5.52,Los Angeles,German,710,8806,8,Outdoor Adventurers,2021-08-01
4229,Innovate Industries,Search,Women 35-44,15 days,YouTube,0.02,15178.0,3.13,Miami,Spanish,740,9462,2,Tech Enthusiasts,2021-08-02
4230,DataTech Solutions,Email,All Ages,45 days,Email,0.08,16807.0,7.49,Chicago,French,290,9901,5,Foodies,2021-08-03
4231,TechCorp,Search,All Ages,60 days,YouTube,0.14,13139.0,4.45,Miami,French,560,6852,5,Foodies,2021-08-04
4232,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.11,12191.0,3.54,Los Angeles,English,677,2146,1,Foodies,2021-08-05
4233,DataTech Solutions,Search,Women 35-44,45 days,Email,0.09,6953.0,6.61,New York,English,829,5177,10,Outdoor Adventurers,2021-08-06
4234,DataTech Solutions,Influencer,Men 25-34,15 days,Email,0.14,16829.0,6.14,Houston,French,275,2728,2,Foodies,2021-08-07
4235,DataTech Solutions,Social Media,Men 25-34,15 days,Google Ads,0.11,9799.0,3.99,Chicago,Mandarin,674,3975,9,Fashionistas,2021-08-08
4236,TechCorp,Search,Women 25-34,30 days,YouTube,0.08,15970.0,7.81,Houston,Mandarin,544,4071,6,Tech Enthusiasts,2021-08-09
4237,Alpha Innovations,Email,Women 35-44,45 days,Google Ads,0.05,19291.0,7.2,Los Angeles,Mandarin,806,1453,1,Tech Enthusiasts,2021-08-10
4238,TechCorp,Email,Men 18-24,30 days,YouTube,0.05,12934.0,7.82,Houston,Mandarin,994,6303,3,Tech Enthusiasts,2021-08-11
4239,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.1,7835.0,5.92,Houston,English,919,2214,1,Tech Enthusiasts,2021-08-12
4240,DataTech Solutions,Search,Men 18-24,45 days,Email,0.03,19271.0,7.46,Los Angeles,French,868,5872,5,Outdoor Adventurers,2021-08-13
4241,TechCorp,Display,Women 25-34,15 days,Website,0.1,17955.0,6.15,Los Angeles,Mandarin,676,1174,8,Foodies,2021-08-14
4242,TechCorp,Search,All Ages,45 days,Google Ads,0.11,18903.0,3.64,Miami,French,183,7663,2,Fashionistas,2021-08-15
4243,Innovate Industries,Influencer,Men 25-34,15 days,Google Ads,0.08,10551.0,4.87,Chicago,French,104,3427,7,Foodies,2021-08-16
4244,NexGen Systems,Email,Men 25-34,45 days,Website,0.1,9561.0,2.16,Miami,Spanish,742,3883,7,Foodies,2021-08-17
4245,DataTech Solutions,Search,Women 35-44,60 days,Google Ads,0.1,14218.0,2.05,Miami,Spanish,354,2111,4,Tech Enthusiasts,2021-08-18
4246,DataTech Solutions,Search,Women 35-44,30 days,YouTube,0.11,6339.0,4.73,Los Angeles,French,623,8066,2,Foodies,2021-08-19
4247,Innovate Industries,Social Media,Men 18-24,15 days,Instagram,0.07,17938.0,4.38,Los Angeles,German,902,8093,2,Tech Enthusiasts,2021-08-20
4248,Alpha Innovations,Social Media,Women 35-44,15 days,Facebook,0.01,16794.0,2.75,Houston,Spanish,726,2651,10,Outdoor Adventurers,2021-08-21
4249,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.09,6137.0,5.99,Los Angeles,German,361,9309,9,Outdoor Adventurers,2021-08-22
4250,TechCorp,Influencer,Men 18-24,60 days,Facebook,0.1,18487.0,6.28,Chicago,English,428,9345,9,Tech Enthusiasts,2021-08-23
4251,TechCorp,Search,Men 18-24,30 days,Website,0.13,17722.0,4.74,Los Angeles,Spanish,178,8376,9,Health & Wellness,2021-08-24
4252,NexGen Systems,Social Media,Men 18-24,45 days,Website,0.13,5342.0,4.41,Chicago,French,728,4737,8,Outdoor Adventurers,2021-08-25
4253,Alpha Innovations,Social Media,Men 18-24,15 days,Instagram,0.13,12985.0,5.34,Chicago,French,295,7353,5,Tech Enthusiasts,2021-08-26
4254,NexGen Systems,Display,Women 35-44,30 days,Instagram,0.13,16492.0,5.81,Houston,German,622,8754,5,Health & Wellness,2021-08-27
4255,Innovate Industries,Influencer,Men 25-34,45 days,Website,0.12,11417.0,3.75,Chicago,French,485,3286,6,Tech Enthusiasts,2021-08-28
4256,TechCorp,Email,Men 25-34,60 days,Google Ads,0.07,6668.0,2.55,New York,Mandarin,747,2222,9,Health & Wellness,2021-08-29
4257,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,0.06,10211.0,2.72,Houston,French,945,5035,1,Tech Enthusiasts,2021-08-30
4258,Alpha Innovations,Email,Women 25-34,45 days,Website,0.02,16439.0,2.76,Miami,Mandarin,898,9450,2,Foodies,2021-08-31
4259,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.07,14163.0,2.73,Miami,Spanish,102,4523,9,Health & Wellness,2021-09-01
4260,NexGen Systems,Email,Women 35-44,30 days,Website,0.09,10612.0,5.42,Los Angeles,Spanish,940,3661,7,Health & Wellness,2021-09-02
4261,Innovate Industries,Influencer,Men 25-34,15 days,Instagram,0.07,18552.0,7.22,New York,French,275,6581,7,Outdoor Adventurers,2021-09-03
4262,Alpha Innovations,Social Media,Women 25-34,30 days,Google Ads,0.12,7125.0,2.36,Houston,French,822,8749,7,Foodies,2021-09-04
4263,TechCorp,Display,All Ages,30 days,Google Ads,0.03,6330.0,7.8,Houston,English,489,9969,5,Fashionistas,2021-09-05
4264,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.05,15782.0,4.61,Miami,English,229,9882,4,Health & Wellness,2021-09-06
4265,Innovate Industries,Influencer,Men 25-34,45 days,Google Ads,0.03,17399.0,5.87,Miami,German,297,4547,8,Tech Enthusiasts,2021-09-07
4266,Innovate Industries,Display,All Ages,45 days,YouTube,0.05,19693.0,4.42,Houston,German,953,9690,2,Outdoor Adventurers,2021-09-08
4267,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.13,15929.0,4.82,Los Angeles,French,297,2732,7,Outdoor Adventurers,2021-09-09
4268,NexGen Systems,Display,Men 18-24,45 days,Website,0.09,12640.0,7.63,Miami,Mandarin,979,2079,10,Tech Enthusiasts,2021-09-10
4269,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.15,18542.0,6.5,Los Angeles,English,471,4399,1,Fashionistas,2021-09-11
4270,TechCorp,Influencer,Men 18-24,30 days,Instagram,0.07,19719.0,7.3,Miami,English,427,6394,5,Health & Wellness,2021-09-12
4271,TechCorp,Social Media,Women 35-44,45 days,Instagram,0.04,10604.0,7.7,Los Angeles,Spanish,806,1750,7,Outdoor Adventurers,2021-09-13
4272,NexGen Systems,Email,Men 25-34,30 days,Facebook,0.03,17754.0,3.92,Miami,German,651,3822,7,Fashionistas,2021-09-14
4273,TechCorp,Search,All Ages,45 days,Google Ads,0.05,14875.0,6.99,Houston,Spanish,218,3150,1,Health & Wellness,2021-09-15
4274,DataTech Solutions,Search,Men 25-34,60 days,Website,0.08,18620.0,2.09,New York,French,336,1215,8,Tech Enthusiasts,2021-09-16
4275,Alpha Innovations,Search,Women 25-34,15 days,Google Ads,0.06,19156.0,5.93,Los Angeles,French,321,7174,7,Fashionistas,2021-09-17
4276,DataTech Solutions,Display,Men 18-24,45 days,Website,0.01,16907.0,5.74,Los Angeles,French,354,4364,5,Tech Enthusiasts,2021-09-18
4277,Alpha Innovations,Social Media,Men 25-34,30 days,Email,0.1,10625.0,5.44,New York,German,604,2568,4,Tech Enthusiasts,2021-09-19
4278,Innovate Industries,Social Media,Men 18-24,45 days,Email,0.13,10658.0,7.37,New York,French,445,8880,2,Tech Enthusiasts,2021-09-20
4279,TechCorp,Email,All Ages,45 days,Google Ads,0.07,5118.0,3.71,Los Angeles,English,114,9480,2,Foodies,2021-09-21
4280,Innovate Industries,Search,Women 35-44,30 days,Email,0.07,9809.0,5.6,Chicago,Mandarin,560,8153,8,Outdoor Adventurers,2021-09-22
4281,Innovate Industries,Email,All Ages,60 days,Website,0.11,12226.0,2.11,Los Angeles,Mandarin,535,8963,4,Tech Enthusiasts,2021-09-23
4282,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.03,11912.0,7.75,Miami,Spanish,140,3858,4,Health & Wellness,2021-09-24
4283,NexGen Systems,Display,Men 18-24,45 days,Website,0.12,16067.0,5.83,Los Angeles,Spanish,190,7498,3,Fashionistas,2021-09-25
4284,TechCorp,Search,Women 25-34,30 days,Google Ads,0.11,12048.0,4.43,Los Angeles,English,426,3070,5,Fashionistas,2021-09-26
4285,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.04,11886.0,7.46,Los Angeles,Mandarin,312,2806,1,Tech Enthusiasts,2021-09-27
4286,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.07,14782.0,5.64,New York,German,566,3276,5,Tech Enthusiasts,2021-09-28
4287,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.08,15911.0,7.6,Houston,Mandarin,330,8847,5,Health & Wellness,2021-09-29
4288,NexGen Systems,Email,Men 18-24,60 days,Facebook,0.05,17956.0,4.37,New York,English,174,6018,2,Fashionistas,2021-09-30
4289,Innovate Industries,Social Media,Women 25-34,60 days,Facebook,0.08,15541.0,6.69,Houston,Mandarin,185,7653,6,Fashionistas,2021-10-01
4290,TechCorp,Search,Men 18-24,45 days,Google Ads,0.07,9473.0,5.22,Houston,Spanish,385,7712,6,Fashionistas,2021-10-02
4291,TechCorp,Email,All Ages,45 days,Website,0.01,9324.0,4.26,Miami,French,492,8848,1,Foodies,2021-10-03
4292,NexGen Systems,Email,Men 18-24,30 days,Facebook,0.06,9358.0,2.2,Miami,Mandarin,843,7756,3,Health & Wellness,2021-10-04
4293,TechCorp,Email,Men 25-34,60 days,Google Ads,0.09,13932.0,6.56,Houston,German,311,5812,10,Tech Enthusiasts,2021-10-05
4294,DataTech Solutions,Influencer,Men 18-24,15 days,Google Ads,0.1,6333.0,5.84,Miami,German,378,6201,7,Fashionistas,2021-10-06
4295,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.14,12066.0,6.6,Miami,Spanish,562,8282,7,Health & Wellness,2021-10-07
4296,DataTech Solutions,Social Media,All Ages,30 days,Website,0.09,18134.0,6.4,Chicago,English,820,9006,8,Health & Wellness,2021-10-08
4297,Innovate Industries,Email,Men 18-24,30 days,Email,0.01,7151.0,6.95,Miami,English,337,5271,2,Foodies,2021-10-09
4298,TechCorp,Email,Men 18-24,60 days,Instagram,0.11,14929.0,7.31,New York,Mandarin,998,4011,2,Tech Enthusiasts,2021-10-10
4299,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.12,13958.0,3.17,Chicago,English,845,1512,6,Foodies,2021-10-11
4300,DataTech Solutions,Display,Men 18-24,30 days,Email,0.14,18242.0,4.84,Chicago,Spanish,816,1352,7,Tech Enthusiasts,2021-10-12
4301,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.13,8567.0,7.27,New York,German,504,4571,2,Tech Enthusiasts,2021-10-13
4302,TechCorp,Display,Men 18-24,60 days,Website,0.13,9325.0,4.44,Chicago,Spanish,307,7129,6,Tech Enthusiasts,2021-10-14
4303,Innovate Industries,Display,Men 18-24,60 days,Email,0.1,18070.0,3.36,Los Angeles,French,465,3474,7,Fashionistas,2021-10-15
4304,DataTech Solutions,Influencer,All Ages,45 days,YouTube,0.09,10784.0,3.79,Los Angeles,English,986,9461,4,Health & Wellness,2021-10-16
4305,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.12,11880.0,7.42,Miami,Spanish,370,8709,2,Outdoor Adventurers,2021-10-17
4306,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.11,14142.0,5.27,Chicago,Spanish,441,9970,1,Outdoor Adventurers,2021-10-18
4307,TechCorp,Social Media,Women 35-44,60 days,Email,0.15,16638.0,4.61,New York,English,791,4972,8,Outdoor Adventurers,2021-10-19
4308,Innovate Industries,Social Media,Women 25-34,30 days,Facebook,0.07,14451.0,3.46,New York,Spanish,553,7118,6,Fashionistas,2021-10-20
4309,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.13,10857.0,2.06,New York,English,556,7285,5,Fashionistas,2021-10-21
4310,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.04,7514.0,2.83,Chicago,Mandarin,770,8808,6,Foodies,2021-10-22
4311,Innovate Industries,Display,Men 25-34,60 days,Instagram,0.03,19653.0,4.05,Los Angeles,German,609,6246,1,Outdoor Adventurers,2021-10-23
4312,TechCorp,Email,Men 25-34,15 days,Instagram,0.05,15713.0,4.75,Chicago,Mandarin,898,8260,3,Fashionistas,2021-10-24
4313,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.04,15321.0,2.69,New York,English,675,7356,5,Foodies,2021-10-25
4314,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.15,5490.0,3.7,Miami,Spanish,638,7833,8,Foodies,2021-10-26
4315,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.07,12399.0,6.11,New York,Mandarin,521,6651,7,Fashionistas,2021-10-27
4316,TechCorp,Social Media,Men 18-24,30 days,Instagram,0.05,11574.0,2.81,New York,English,323,5433,4,Fashionistas,2021-10-28
4317,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,7710.0,4.66,New York,English,844,4515,1,Foodies,2021-10-29
4318,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.06,19274.0,3.92,New York,French,432,4618,8,Health & Wellness,2021-10-30
4319,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.06,9796.0,3.37,New York,English,153,2067,2,Outdoor Adventurers,2021-10-31
4320,Innovate Industries,Social Media,All Ages,60 days,Website,0.08,11408.0,6.24,Los Angeles,German,487,6159,3,Outdoor Adventurers,2021-11-01
4321,TechCorp,Influencer,Men 18-24,30 days,Website,0.13,14784.0,7.8,Houston,English,460,4900,9,Foodies,2021-11-02
4322,TechCorp,Search,Men 18-24,15 days,Facebook,0.01,16316.0,4.02,Chicago,German,505,5181,4,Health & Wellness,2021-11-03
4323,TechCorp,Email,All Ages,15 days,Instagram,0.09,12856.0,5.97,New York,Mandarin,880,9222,8,Tech Enthusiasts,2021-11-04
4324,DataTech Solutions,Email,All Ages,30 days,Website,0.13,5636.0,5.5,Chicago,German,548,8099,9,Fashionistas,2021-11-05
4325,Alpha Innovations,Display,Men 25-34,45 days,Website,0.07,19190.0,7.23,Houston,Spanish,981,9341,3,Foodies,2021-11-06
4326,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.05,15312.0,2.47,Chicago,French,268,5660,2,Foodies,2021-11-07
4327,Alpha Innovations,Email,Men 25-34,15 days,Website,0.08,18772.0,3.22,New York,Mandarin,131,4152,5,Foodies,2021-11-08
4328,DataTech Solutions,Email,Women 35-44,15 days,Website,0.12,11049.0,3.35,Houston,German,412,5090,9,Health & Wellness,2021-11-09
4329,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.03,18735.0,3.69,Miami,English,801,1525,6,Tech Enthusiasts,2021-11-10
4330,Alpha Innovations,Search,Men 25-34,15 days,Instagram,0.11,11805.0,6.21,New York,Mandarin,400,4111,10,Foodies,2021-11-11
4331,Innovate Industries,Email,All Ages,15 days,Instagram,0.11,12780.0,2.08,Chicago,German,526,6753,1,Foodies,2021-11-12
4332,Innovate Industries,Influencer,All Ages,15 days,Website,0.08,11792.0,2.86,New York,German,627,7294,5,Outdoor Adventurers,2021-11-13
4333,TechCorp,Search,Women 35-44,60 days,Email,0.11,6330.0,5.08,Houston,English,288,4828,2,Tech Enthusiasts,2021-11-14
4334,Innovate Industries,Display,Men 18-24,30 days,Email,0.13,19438.0,7.6,Los Angeles,Mandarin,441,5177,4,Fashionistas,2021-11-15
4335,Alpha Innovations,Social Media,Men 18-24,45 days,YouTube,0.03,19037.0,3.41,New York,German,710,6587,7,Outdoor Adventurers,2021-11-16
4336,TechCorp,Search,Women 25-34,15 days,Email,0.04,6198.0,3.53,Miami,German,598,5058,7,Fashionistas,2021-11-17
4337,TechCorp,Display,Women 35-44,60 days,Instagram,0.1,9734.0,5.07,New York,French,674,2775,4,Outdoor Adventurers,2021-11-18
4338,Innovate Industries,Email,Men 18-24,60 days,Email,0.02,6858.0,7.83,Chicago,Mandarin,170,2292,7,Tech Enthusiasts,2021-11-19
4339,TechCorp,Display,Men 18-24,30 days,Instagram,0.05,11940.0,5.98,New York,Spanish,542,7472,2,Tech Enthusiasts,2021-11-20
4340,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.15,13900.0,3.13,Los Angeles,French,654,6163,8,Outdoor Adventurers,2021-11-21
4341,DataTech Solutions,Influencer,Women 35-44,15 days,Email,0.08,15105.0,5.39,Los Angeles,French,727,4790,3,Outdoor Adventurers,2021-11-22
4342,DataTech Solutions,Social Media,All Ages,30 days,Website,0.08,18327.0,7.26,New York,English,264,6350,4,Foodies,2021-11-23
4343,NexGen Systems,Email,Men 25-34,45 days,Instagram,0.15,19921.0,5.29,Miami,English,572,2694,3,Outdoor Adventurers,2021-11-24
4344,DataTech Solutions,Email,Women 35-44,60 days,Instagram,0.05,14059.0,2.89,Los Angeles,French,242,9193,2,Foodies,2021-11-25
